web-scraper-start-url,title,author,image-src,Year,URL-href
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=14,Lisey's Story,Stephen King,//covers.openlibrary.org/b/olid/OL26733026M-M.jpg,First published in 2000,https://openlibrary.org/works/OL81589W?edition=ia%3Aloveroman0000king
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=14,Caught,Harlan Coben,//covers.openlibrary.org/b/olid/OL24029182M-M.jpg,First published in 2010,https://openlibrary.org/works/OL14963224W?edition=ia%3Acaught0000cobe_e3u4
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=14,Honeymoon,James Patterson,//covers.openlibrary.org/b/olid/OL32775106M-M.jpg,First published in 2001,https://openlibrary.org/works/OL167160W?edition=ia%3Ahoneymoon0000patt_w8l4
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=14,The charm school,Nelson DeMille,//covers.openlibrary.org/b/olid/OL28755133M-M.jpg,First published in 1988,https://openlibrary.org/works/OL22905W?edition=ia%3Acharmschool0000demi_l4x6
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=14,Sky Hunters,Jack Shane,//covers.openlibrary.org/b/olid/OL7280533M-M.jpg,First published in 2005,https://openlibrary.org/works/OL275698W?edition=ia%3Askyhuntersxbatta0000shan
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=14,Motor Mouth: A Barnaby Novel (Barnaby Skye Novels),Janet Evanovich,//covers.openlibrary.org/b/olid/OL23073832M-M.jpg,First published in 2006,https://openlibrary.org/works/OL48082W?edition=ia%3Amotormouth0000evan_i2s5
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=14,"Loves Music, Loves to Dance",Mary Higgins Clark,//covers.openlibrary.org/b/olid/OL12591454M-M.jpg,First published in 1991,https://openlibrary.org/works/OL13012W?edition=ia%3Arecherchejeunefe0000clar
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=14,Rainbow six,Tom Clancy,//covers.openlibrary.org/b/olid/OL18154024M-M.jpg,First published in 1998,https://openlibrary.org/works/OL159621W?edition=ia%3Arainbowsix0000clan_k3u1
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=14,The Window At The White Cat,Mary Roberts Rinehart,//covers.openlibrary.org/b/olid/OL7192716M-M.jpg,First published in 1910,https://openlibrary.org/works/OL137386W?edition=ia%3Awindowatwhitecat00rineiala
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=14,Deliver us from evil,David Baldacci,//covers.openlibrary.org/b/olid/OL35329170M-M.jpg,First published in 2010,https://openlibrary.org/works/OL14949682W?edition=ia%3Averlosonsvanhetk0000bald
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=14,The Boys from Brazil,Ira Levin,//covers.openlibrary.org/b/olid/OL2608945M-M.jpg,First published in 1976,https://openlibrary.org/works/OL28318W?edition=ia%3Aboysfrombrazilno00levirich
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=14,The Day of the Jackal,Frederick Forsyth,//covers.openlibrary.org/b/olid/OL5087087M-M.jpg,First published in 1971,https://openlibrary.org/works/OL14860726W?edition=ia%3Adayofjackal00forsrich
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=14,American Pastoral,Philip Roth,//covers.openlibrary.org/b/olid/OL1009341M-M.jpg,First published in 1997,https://openlibrary.org/works/OL74666W?edition=ia%3Aisbn_9780395860212
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=14,Just one look,Harlan Coben,//covers.openlibrary.org/b/olid/OL24190028M-M.jpg,First published in 2001,https://openlibrary.org/works/OL79334W?edition=ia%3Ajustonelook0000cobe_y3k3
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=14,Rifle Rangers,Mayne Reid,/images/icons/avatar_book-sm.png,First published in 2007,https://openlibrary.org/works/OL21417154W
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=14,Gray Mountain,John Grisham,//covers.openlibrary.org/b/olid/OL33946631M-M.jpg,First published in 2014,https://openlibrary.org/works/OL17116913W?edition=ia%3Agraymountain0000gris_n5q0
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=13,Ishmael or in the Depths,Emma Dorothy Eliza Nevitte Southworth,//covers.openlibrary.org/b/olid/OL7107385M-M.jpg,First published in 1800,https://openlibrary.org/works/OL2637918W?edition=ia%3Aishmaelorindepth00sout
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=13,The Breaking Point,Mary Roberts Rinehart,//covers.openlibrary.org/b/olid/OL24197458M-M.jpg,First published in 1922,https://openlibrary.org/works/OL137390W?edition=ia%3Abreakingpoint00rine
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=13,The innocent,David Baldacci,//covers.openlibrary.org/b/olid/OL37078537M-M.jpg,First published in 2012,https://openlibrary.org/works/OL16521440W?edition=ia%3Alinnocenteromanz0000bald
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=13,Nighttime Is My Time,Mary Higgins Clark,//covers.openlibrary.org/b/olid/OL32124821M-M.jpg,First published in 2004,https://openlibrary.org/works/OL12997W?edition=ia%3Ameinistdiestunde0000clar
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=13,Simple Genius,David Baldacci,//covers.openlibrary.org/b/olid/OL37746100M-M.jpg,First published in 2007,https://openlibrary.org/works/OL41250W?edition=ia%3Asimplegenius0000bald_x3q1
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=13,The Manchurian candidate,Richard Condon,//covers.openlibrary.org/b/olid/OL24213300M-M.jpg,First published in 1959,https://openlibrary.org/works/OL3391067W?edition=ia%3Amanchuriancandid00cond
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=13,Let me call you sweetheart: a novel,Mary Higgins Clark,//covers.openlibrary.org/b/olid/OL22621864M-M.jpg,First published in 1995,https://openlibrary.org/works/OL13067W?edition=ia%3Acequeviventlesro0000clar_p4m0
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=13,Raiders of Gor,John Norman,//covers.openlibrary.org/b/olid/OL24389177M-M.jpg,First published in 1971,https://openlibrary.org/works/OL172990W?edition=ia%3Araidersofgor00norm
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=13,Single & single,John le Carré,//covers.openlibrary.org/b/olid/OL40862M-M.jpg,First published in 1999,https://openlibrary.org/works/OL181817W?edition=ia%3Asinglesinglelarg00leca
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=13,Funeral in Berlin,Len Deighton,//covers.openlibrary.org/b/olid/OL16516561M-M.jpg,First published in 1964,https://openlibrary.org/works/OL2425040W?edition=ia%3Afuneralinberlinn00deig
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=13,Deep Black,Stephen Coonts,//covers.openlibrary.org/b/olid/OL7984660M-M.jpg,First published in 2003,https://openlibrary.org/works/OL14923894W?edition=ia%3Astephencoontssde0000coon_c1e1
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=13,The Slave of the Lamp,"Merriman, Henry Seton",//covers.openlibrary.org/b/olid/OL23332721M-M.jpg,First published in 1891,https://openlibrary.org/works/OL2337705W?edition=ia%3Aslaveoflamp00merr
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=13,Airs Above the Ground,Mary Stewart,//covers.openlibrary.org/b/olid/OL5950344M-M.jpg,First published in 1965,https://openlibrary.org/works/OL213259W?edition=ia%3Aairsaboveground00stew
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=13,The Last Kingdom: a novel,Bernard Cornwell,//covers.openlibrary.org/b/olid/OL7262459M-M.jpg,First published in 2004,https://openlibrary.org/works/OL23286W?edition=ia%3Alastkingdom0000bern
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=13,The Taking,Dean Koontz,//covers.openlibrary.org/b/olid/OL27311226M-M.jpg,First published in 2004,https://openlibrary.org/works/OL263264W?edition=ia%3Agegrepen0000koon
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=13,Don't cry now,Joy Fielding,//covers.openlibrary.org/b/olid/OL1116026M-M.jpg,First published in 1995,https://openlibrary.org/works/OL86270W?edition=ia%3Adontcrynow00fiel
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=13,"Huye, Jane, huye!",Joy Fielding,//covers.openlibrary.org/b/olid/OL1547274M-M.jpg,First published in 1991,https://openlibrary.org/works/OL86272W?edition=ia%3Aseejanerun0000fiel
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=13,Paper Money,Ken Follett,//covers.openlibrary.org/b/olid/OL2379357M-M.jpg,First published in 1977,https://openlibrary.org/works/OL15649848W?edition=ia%3Apapermon00foll
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=13,Wild Fire,Nelson DeMille,//covers.openlibrary.org/b/olid/OL34588835M-M.jpg,First published in 2006,https://openlibrary.org/works/OL22912W?edition=ia%3Awildfire0000demi
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=13,Hell's Corner,David Baldacci,//covers.openlibrary.org/b/olid/OL37746091M-M.jpg,First published in 2010,https://openlibrary.org/works/OL15374104W?edition=ia%3Ahellscorner0000bald_v2p3
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=12,Merrick: a novel,Anne Rice,//covers.openlibrary.org/b/olid/OL32034680M-M.jpg,First published in 2000,https://openlibrary.org/works/OL77848W?edition=ia%3Amerricknovel0000rice
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=12,The innocent,Ian McEwan,//covers.openlibrary.org/b/olid/OL21337528M-M.jpg,First published in 1990,https://openlibrary.org/works/OL1855904W?edition=ia%3Atheinnocent00mcew
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=12,The Monster Men,Edgar Rice Burroughs,//covers.openlibrary.org/b/olid/OL8483142M-M.jpg,First published in 1962,https://openlibrary.org/works/OL1418235W
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=12,Bones in London,Edgar Wallace,//covers.openlibrary.org/b/olid/OL23282062M-M.jpg,First published in 1900,https://openlibrary.org/works/OL1518012W?edition=ia%3Abonesinlondon00walluoft
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=12,While my pretty one sleeps: a novel,Mary Higgins Clark,//covers.openlibrary.org/b/olid/OL18305172M-M.jpg,First published in 1989,https://openlibrary.org/works/OL13069W?edition=ia%3Awhilemyprettyoneclar00clar
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=12,The Ivy Tree,Mary Stewart,//covers.openlibrary.org/b/olid/OL24936809M-M.jpg,First published in 1961,https://openlibrary.org/works/OL213274W?edition=ia%3Aivytreestew00stew
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=12,Eleventh Commandment,Jeffrey Archer,//covers.openlibrary.org/b/olid/OL344698M-M.jpg,First published in 1998,https://openlibrary.org/works/OL1807039W?edition=ia%3Aeleventhcommandm00arch_0
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=12,Stone Cold,David Baldacci,//covers.openlibrary.org/b/olid/OL31963663M-M.jpg,First published in 2007,https://openlibrary.org/works/OL41249W?edition=ia%3Adeverraders0000bald
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=12,L' homme qui regardait passer les trains,Georges Simenon,//covers.openlibrary.org/b/olid/OL31966499M-M.jpg,First published in 1938,https://openlibrary.org/works/OL1242928W?edition=ia%3Alhommequiregarda0000sime
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=12,Fools Die,Mario Puzo,//covers.openlibrary.org/b/olid/OL7470576M-M.jpg,First published in 1978,https://openlibrary.org/works/OL1673261W?edition=ia%3Afoolsdienovel0000puzo_m0o3
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=12,Dope,Sax Rohmer,//covers.openlibrary.org/b/olid/OL24197412M-M.jpg,First published in 1919,https://openlibrary.org/works/OL2288678W?edition=ia%3Adope00rohm
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=12,Havana Bay,Martin Cruz Smith,//covers.openlibrary.org/b/olid/OL32805749M-M.jpg,First published in 1999,https://openlibrary.org/works/OL874045W?edition=ia%3Aisbn_9780330526739
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=12,The Amazing Interlude,Mary Roberts Rinehart,//covers.openlibrary.org/b/olid/OL19578933M-M.jpg,First published in 1918,https://openlibrary.org/works/OL137391W?edition=ia%3Aamazinginterlude00rine_0
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=12,"Along Came a Spider (Alex Cross, #1)",James Patterson,//covers.openlibrary.org/b/olid/OL32117510M-M.jpg,First published in 1992,https://openlibrary.org/works/OL167178W?edition=ia%3Alemasquedelaraig0000patt_c9w0
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=12,"SS-GB: Nazi-occupied Britain, 1941",Len Deighton,//covers.openlibrary.org/b/olid/OL4726752M-M.jpg,First published in 1978,https://openlibrary.org/works/OL2425042W?edition=ia%3Assgbnazioccupied00deig
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=12,The Mermaid Singing,Val McDermid,//covers.openlibrary.org/b/olid/OL26389985M-M.jpg,First published in 1995,https://openlibrary.org/works/OL58101W?edition=ia%3Amermaidssinging00valm
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=12,El jardinero fiel,John le Carré,//covers.openlibrary.org/b/olid/OL18616193M-M.jpg,First published in 2000,https://openlibrary.org/works/OL15723135W?edition=ia%3Aconstantgardener0000leca_v9a5
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=12,Red Rabbit,Tom Clancy,//covers.openlibrary.org/b/olid/OL3568060M-M.jpg,First published in 1998,https://openlibrary.org/works/OL448959W?edition=ia%3Aredrabbit00clan
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=12,Pirate Latitudes,Michael Crichton,//covers.openlibrary.org/b/olid/OL32352632M-M.jpg,First published in 2009,https://openlibrary.org/works/OL14950539W?edition=ia%3Apiratelatitudesn0000cric_h1t7
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=12,The Keys to the Street,Ruth Rendell,//covers.openlibrary.org/b/olid/OL618468M-M.jpg,First published in 1996,https://openlibrary.org/works/OL12191W?edition=ia%3Akeystostreetnoverend00rend
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=11,The honourable schoolboy,John le Carré,//covers.openlibrary.org/b/olid/OL4547365M-M.jpg,First published in 1977,https://openlibrary.org/works/OL181823W?edition=ia%3Ahonourableschool0000leca_r6p5
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=11,La reina del Sur,Arturo Pérez-Reverte,//covers.openlibrary.org/b/olid/OL32356102M-M.jpg,First published in 2002,https://openlibrary.org/works/OL992477W?edition=ia%3Alareinedusudroma0000pere
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=11,100%: The Story of a Patriot,Upton Sinclair,//covers.openlibrary.org/b/olid/OL6631724M-M.jpg,First published in 1920,https://openlibrary.org/works/OL115058W?edition=ia%3A100storyofpatrio00sinc
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=11,The Switch,Sandra Brown,//covers.openlibrary.org/b/olid/OL35741632M-M.jpg,First published in 2000,https://openlibrary.org/works/OL5797925W?edition=ia%3Aswitch0000brow_q2q6
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=11,Black Sunday,Thomas Harris,//covers.openlibrary.org/b/olid/OL5054412M-M.jpg,First published in 1975,https://openlibrary.org/works/OL23479W?edition=ia%3Ablacksunday00harr
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=11,Without Remorse (Tom Clancy),Tom Clancy,//covers.openlibrary.org/b/olid/OL1405697M-M.jpg,First published in 1993,https://openlibrary.org/works/OL448973W?edition=ia%3Awithoutremorseclan00clan
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=11,Priest Kings of Gor,John Norman,//covers.openlibrary.org/b/olid/OL24949049M-M.jpg,First published in 1968,https://openlibrary.org/works/OL172994W?edition=ia%3Apriestkingsofgor00norm
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=11,The Reef,Nora Roberts,//covers.openlibrary.org/b/olid/OL35885961M-M.jpg,First published in 1998,https://openlibrary.org/works/OL111427W?edition=ia%3Areef0000robe_t8e7
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=11,False memory,Dean Koontz,//covers.openlibrary.org/b/olid/OL39479285M-M.jpg,First published in 1999,https://openlibrary.org/works/OL497161W?edition=ia%3Aisbn_0739406485
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=11,A Kiss Before Dying,Ira Levin,//covers.openlibrary.org/b/olid/OL6131023M-M.jpg,First published in 1953,https://openlibrary.org/works/OL28321W?edition=ia%3Akissbeforedying00levi
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=11,Jackdaws,Ken Follett,//covers.openlibrary.org/b/olid/OL9154408M-M.jpg,First published in 2001,https://openlibrary.org/works/OL1914076W?edition=ia%3Aaltoriesgo0000foll
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=11,Wolves of the Calla,Stephen King,//covers.openlibrary.org/b/olid/OL3696428M-M.jpg,First published in 2003,https://openlibrary.org/works/OL81594W?edition=ia%3Awolvesofcalla00king
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=11,Drop Shot,Harlan Coben,//covers.openlibrary.org/b/olid/OL33143685M-M.jpg,First published in 1996,https://openlibrary.org/works/OL79325W?edition=ia%3Aballedematch0000cobe_i3r2
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=11,The Moon-Spinners,Mary Stewart,//covers.openlibrary.org/b/olid/OL27790742M-M.jpg,First published in 1962,https://openlibrary.org/works/OL213273W?edition=ia%3Amoonspinners0000stew
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=11,Il conformista: romanzo.,Alberto Moravia,//covers.openlibrary.org/b/olid/OL9586419M-M.jpg,First published in 1951,https://openlibrary.org/works/OL14857507W?edition=ia%3Ailconformista0000mora
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=11,A Twist in the Tale: twelve short stories,Jeffrey Archer,//covers.openlibrary.org/b/olid/OL28223815M-M.jpg,First published in 1988,https://openlibrary.org/works/OL1807138W?edition=ia%3Atwistintale0000arch_e8v8
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=11,The Mucker,Edgar Rice Burroughs,//covers.openlibrary.org/b/olid/OL7218902M-M.jpg,First published in 1921,https://openlibrary.org/works/OL1418238W?edition=ia%3Amuckerbu00burruoft
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=11,Alias the Lone Wolf,Louis Joseph Vance,//covers.openlibrary.org/b/olid/OL37080588M-M.jpg,First published in 1921,https://openlibrary.org/works/OL7562578W
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=11,The enemy: a Jack Reacher novel,Lee Child,//covers.openlibrary.org/b/olid/OL24087260M-M.jpg,First published in 2004,https://openlibrary.org/works/OL52942W?edition=ia%3Aisbn_9780440245995
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=11,"Behind a Mask, or, A Woman's Power",Louisa May Alcott,//covers.openlibrary.org/b/olid/OL22322149M-M.jpg,First published in 1975,https://openlibrary.org/works/OL30010W?edition=ia%3Abehindmaskunkno00alco
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=10,Cathedral,Nelson DeMille,//covers.openlibrary.org/b/olid/OL24954726M-M.jpg,First published in 1981,https://openlibrary.org/works/OL22897W?edition=ia%3Acathedraldemi00demi
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=10,Blue Dahlia,Nora Roberts,//covers.openlibrary.org/b/olid/OL22155162M-M.jpg,First published in 2004,https://openlibrary.org/works/OL111544W?edition=ia%3Abluedahlia0000robe_u4e9
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=10,The Woods,Harlan Coben,//covers.openlibrary.org/b/olid/OL28684594M-M.jpg,First published in 2007,https://openlibrary.org/works/OL79339W?edition=ia%3Adanslesbois0000cobe_g7p4
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=10,A dark-adapted eye,Ruth Rendell,//covers.openlibrary.org/b/olid/OL2552816M-M.jpg,First published in 1986,https://openlibrary.org/works/OL12069W?edition=ia%3Adarkadaptedeye00vine
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=10,Secrets of the Morning,V. C. Andrews,//covers.openlibrary.org/b/olid/OL18529361M-M.jpg,First published in 1991,https://openlibrary.org/works/OL134885W?edition=ia%3Asecretsofmorning0000andr
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=10,El Juego del Ángel,Carlos Ruiz Zafón,//covers.openlibrary.org/b/olid/OL32107251M-M.jpg,First published in 2008,https://openlibrary.org/works/OL15165640W?edition=ia%3Ailgiocodellangel0000ruiz
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=10,The old English baron,Clara Reeve,//covers.openlibrary.org/b/olid/OL7243204M-M.jpg,First published in 1777,https://openlibrary.org/works/OL5745638W?edition=ia%3Aoldenglishbarong00reeviala
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=10,Private,James Patterson,//covers.openlibrary.org/b/olid/OL35326514M-M.jpg,First published in 2010,https://openlibrary.org/works/OL14920152W?edition=ia%3Aprivatelosangele0000patt_e6m3
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=10,The Eagle Has Landed,Jack Higgins,//covers.openlibrary.org/b/olid/OL27900077M-M.jpg,First published in 1975,https://openlibrary.org/works/OL157363W?edition=ia%3Aisbn_9780553205411
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=10,The Confession,John Grisham,//covers.openlibrary.org/b/olid/OL35674671M-M.jpg,First published in 2006,https://openlibrary.org/works/OL15369653W?edition=ia%3Aconfession0000gris_r9b2
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=10,Hornet Flight,Ken Follett,//covers.openlibrary.org/b/olid/OL35880293M-M.jpg,First published in 2002,https://openlibrary.org/works/OL1914075W?edition=ia%3Ahornetflight0000foll_q7t1
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=10,This Rough Magic,Mary Stewart,//covers.openlibrary.org/b/olid/OL23249877M-M.jpg,First published in 1964,https://openlibrary.org/works/OL213275W?edition=ia%3Athisroughmagic0000mary_c1d4
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=10,La piel del tambor,Arturo Pérez-Reverte,//covers.openlibrary.org/b/olid/OL545153M-M.jpg,First published in 1995,https://openlibrary.org/works/OL992476W?edition=ia%3Aisbn_9788420482019
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=10,From a Buick 8,Stephen King,//covers.openlibrary.org/b/olid/OL32047220M-M.jpg,First published in 2002,https://openlibrary.org/works/OL81586W?edition=ia%3Afrombuick8novel0000king_d1e0
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=10,Het Diner,Herman Koch,//covers.openlibrary.org/b/olid/OL27466950M-M.jpg,First published in 2009,https://openlibrary.org/works/OL2486917W?edition=ia%3Aangerichtetroman0000koch
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=10,The Black Dahlia,James Ellroy,//covers.openlibrary.org/b/olid/OL23259061M-M.jpg,First published in 1987,https://openlibrary.org/works/OL553754W?edition=ia%3Ablackdahlia0000ellr_t7q5
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=10,Glamorama,Bret Easton Ellis,//covers.openlibrary.org/b/olid/OL22485657M-M.jpg,First published in 1998,https://openlibrary.org/works/OL1812911W?edition=ia%3Aglamorama1998elli_d6n3
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=10,Den femte kvinnan,Henning Mankell,//covers.openlibrary.org/b/olid/OL13429058M-M.jpg,First published in 1996,https://openlibrary.org/works/OL158657W?edition=ia%3Alaquintadonna0000mank
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=10,No Time for Goodbye,Linwood Barclay,//covers.openlibrary.org/b/olid/OL29574104M-M.jpg,First published in 1983,https://openlibrary.org/works/OL771891W?edition=ia%3Anotimeforgoodbye0000barc_q0i2
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=10,Sharp Objects,Gillian Flynn,//covers.openlibrary.org/b/olid/OL25418859M-M.jpg,First published in 2006,https://openlibrary.org/works/OL5842018W?edition=ia%3Ateerbemind0000flyn
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=9,Code to zero,Ken Follett,//covers.openlibrary.org/b/olid/OL35067100M-M.jpg,First published in 2000,https://openlibrary.org/works/OL1914074W?edition=ia%3Acodetozero0000foll_g1a8
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=9,The gold coast,Nelson DeMille,//covers.openlibrary.org/b/olid/OL24741283M-M.jpg,First published in 1990,https://openlibrary.org/works/OL22903W?edition=ia%3Agoldcoast000demi
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=9,The Whole Truth,David Baldacci,//covers.openlibrary.org/b/olid/OL32785581M-M.jpg,First published in 2008,https://openlibrary.org/works/OL41251W?edition=ia%3Awholetruth0000bald_x8p1
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=9,Fear Nothing,Dean Koontz,//covers.openlibrary.org/b/olid/OL693858M-M.jpg,First published in 1997,https://openlibrary.org/works/OL497082W?edition=ia%3Afearnothing00koon_1
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=9,The Malefactor,Edward Phillips Oppenheim,//covers.openlibrary.org/b/olid/OL6979383M-M.jpg,First published in 1906,https://openlibrary.org/works/OL2681041W?edition=ia%3Amalefactor02oppegoog
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=9,Honor Among Thieves,Jeffrey Archer,//covers.openlibrary.org/b/olid/OL7255714M-M.jpg,First published in 1993,https://openlibrary.org/works/OL1807126W?edition=ia%3Ahonouramongthiev0000arch
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=9,The Informer,Liam O'Flaherty,//covers.openlibrary.org/b/olid/OL26552588M-M.jpg,First published in 1925,https://openlibrary.org/works/OL109344W?edition=ia%3Ainformer0000ofla
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=9,Reaper Man,Terry Pratchett,//covers.openlibrary.org/b/olid/OL13362237M-M.jpg,First published in 1991,https://openlibrary.org/works/OL453654W?edition=ia%3Aelsegador0000prat
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=9,Hold Tight,Harlan Coben,//covers.openlibrary.org/b/olid/OL29552252M-M.jpg,First published in 2008,https://openlibrary.org/works/OL79343W?edition=ia%3Asansunmot0000cobe
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=9,Otto of the Silver Hand,Howard Pyle,//covers.openlibrary.org/b/olid/OL7131793M-M.jpg,First published in 1888,https://openlibrary.org/works/OL2021957W?edition=ia%3Aottoofsilverhand00pylerich
